,Mean,Max,Min
1502,66.75,69.0,64.0
1503,64.75,67.0,62.0
1504,63.5,66.0,60.0
1505,62.75,64.0,60.0
1506,61.75,63.0,59.0
1507,61.25,63.0,59.0
1508,58.75,59.0,58.0
1509,57.5,58.0,57.0
1510,57.0,57.0,57.0
1511,57.0,57.0,57.0
1512,57.5,59.0,57.0
1513,59.0,61.0,58.0
1514,61.25,63.0,58.0
1515,61.75,63.0,59.0
1516,63.75,68.0,57.0
1517,65.25,69.0,56.0
1518,66.5,70.0,58.0
1519,68.0,72.0,58.0
1520,67.25,70.0,59.0
1521,68.0,72.0,58.0
1522,70.25,73.0,64.0
1523,69.75,73.0,62.0
1524,72.33333333333333,73.0,72.0
1525,68.25,72.0,61.0
1526,65.75,68.0,59.0
1527,64.25,67.0,58.0
1528,63.5,66.0,56.0
1529,63.0,66.0,55.0
1530,60.5,64.0,54.0
1531,57.75,62.0,55.0
1532,57.0,59.0,55.0
1533,55.5,58.0,54.0
1534,55.25,58.0,53.0
1535,56.25,57.0,54.0
1536,57.0,59.0,54.0
1537,59.0,61.0,56.0
1538,60.25,61.0,58.0
1539,61.5,63.0,58.0
1540,63.0,66.0,59.0
1541,66.25,70.0,60.0
1542,69.0,73.0,60.0
1543,68.25,72.0,57.0
1544,69.25,73.0,60.0
1545,69.5,73.0,61.0
1546,65.75,72.0,63.0
1547,62.5,64.0,61.0
1548,62.5,63.0,61.0
1549,61.25,63.0,58.0
1550,60.75,63.0,58.0
1551,60.25,62.0,57.0
1552,60.0,62.0,56.0
1553,59.25,61.0,56.0
1554,58.0,60.0,54.0
1555,56.75,58.0,55.0
1556,55.25,56.0,55.0
1557,55.25,56.0,55.0
1558,55.0,56.0,54.0
1559,53.75,55.0,52.0
1560,53.0,55.0,52.0
1561,52.75,55.0,52.0
1562,53.0,55.0,52.0
1563,52.5,56.0,50.0
1564,51.75,56.0,50.0
1565,51.5,58.0,48.0
1566,51.75,58.0,49.0
1567,52.25,60.0,49.0
1568,52.75,63.0,48.0
1569,52.25,64.0,48.0
1570,52.0,63.0,48.0
1571,51.75,62.0,48.0
1572,50.75,61.0,46.0
1573,50.5,63.0,46.0
1574,50.0,59.0,46.0
1575,49.25,58.0,46.0
1576,48.75,56.0,46.0
1577,47.75,53.0,46.0
1578,47.0,50.0,45.0
1579,46.25,49.0,45.0
1580,46.0,49.0,45.0
1581,46.0,49.0,45.0
1582,44.5,48.0,43.0
1583,42.75,47.0,41.0
1584,42.5,47.0,41.0
1585,43.0,49.0,41.0
1586,43.5,51.0,41.0
1587,43.0,51.0,39.0
1588,43.75,53.0,40.0
1589,44.5,55.0,41.0
1590,45.0,57.0,41.0
1591,46.0,58.0,41.0
1592,46.0,55.0,43.0
1593,48.0,58.0,44.0
1594,48.75,60.0,45.0
1595,48.5,59.0,45.0
1596,48.75,59.0,45.0
1597,48.0,55.0,45.0
1598,48.75,57.0,46.0
1599,47.0,52.0,45.0
1600,47.25,53.0,45.0
1601,46.0,51.0,43.0
1602,44.25,47.0,43.0
1603,43.0,47.0,41.0
1604,42.25,47.0,39.0
1605,41.75,47.0,39.0
1606,41.25,46.0,39.0
1607,42.75,47.0,41.0
1608,45.25,49.0,43.0
1609,47.0,52.0,45.0
1610,49.0,55.0,46.0
1611,51.25,58.0,48.0
1612,53.75,60.0,51.0
1613,56.25,64.0,53.0
1614,57.5,65.0,55.0
1615,59.0,67.0,55.0
1616,59.25,63.0,57.0
1617,61.25,66.0,59.0
1618,60.75,65.0,59.0
1619,61.75,67.0,59.0
1620,61.5,65.0,59.0
1621,61.0,63.0,59.0
1622,59.75,63.0,57.0
1623,58.25,61.0,57.0
1624,57.5,61.0,55.0
1625,55.75,58.0,54.0
1626,54.25,58.0,52.0
1627,52.5,55.0,50.0
1628,51.25,53.0,50.0
1629,51.0,53.0,48.0
1630,49.75,52.0,48.0
1631,51.0,52.0,50.0
1632,53.0,54.0,52.0
1633,54.75,56.0,54.0
1634,57.75,61.0,56.0
1635,59.5,64.0,57.0
1636,62.0,66.0,60.0
1637,64.25,68.0,63.0
1638,62.75,64.0,61.0
1639,64.25,66.0,63.0
1640,63.75,64.0,63.0
1641,64.5,66.0,64.0
1642,64.25,66.0,62.0
1643,65.75,70.0,64.0
1644,66.0,67.0,65.0
1645,65.5,66.0,65.0
1646,65.0,67.0,63.0
1647,62.75,65.0,61.0
1648,62.0,63.0,61.0
1649,60.0,61.0,59.0
1650,58.75,59.0,58.0
1651,57.5,59.0,55.0
1652,56.25,58.0,55.0
1653,55.0,56.0,54.0
1654,54.0,56.0,52.0
1655,54.75,55.0,54.0
1656,55.75,58.0,54.0
1657,58.25,59.0,57.0
1658,60.25,61.0,59.0
1659,63.0,64.0,62.0
1660,63.25,64.0,63.0
1661,64.0,65.0,63.0
1662,65.75,66.0,65.0
1663,66.75,68.0,66.0
1664,68.0,68.0,68.0
1665,68.0,68.0,68.0
1666,68.25,69.0,68.0
1667,68.5,69.0,68.0
1668,69.0,71.0,68.0
1669,67.75,68.0,67.0
1670,67.0,68.0,66.0
1671,65.25,66.0,64.0
1672,63.75,64.0,63.0
1673,62.5,63.0,61.0
1674,60.5,63.0,59.0
1675,59.25,61.0,58.0
1676,57.5,60.0,56.0
1677,55.25,57.0,54.0
1678,54.75,56.0,54.0
1679,56.25,57.0,54.0
1680,58.0,59.0,57.0
1681,58.5,62.0,57.0
1682,59.5,65.0,57.0
1683,63.5,68.0,61.0
1684,65.75,68.0,64.0
1685,67.0,68.0,66.0
1686,68.0,68.0,68.0
1687,69.0,70.0,68.0
1688,70.25,72.0,68.0
1689,68.5,71.0,66.0
1690,68.5,71.0,67.0
1691,67.75,72.0,66.0
1692,67.0,71.0,64.0
1693,62.25,69.0,59.0
1694,61.25,68.0,59.0
1695,60.75,66.0,59.0
1696,60.25,64.0,59.0
1697,58.5,62.0,57.0
1698,57.75,60.0,57.0
1699,56.25,59.0,55.0
1700,56.0,59.0,55.0
1701,56.0,59.0,55.0
1702,56.25,59.0,55.0
1703,56.0,59.0,55.0
1704,56.0,59.0,55.0
1705,57.0,62.0,55.0
1706,57.5,62.0,55.0
1707,60.5,64.0,58.0
1708,62.25,64.0,61.0
1709,64.25,66.0,63.0
1710,65.5,66.0,64.0
1711,66.75,69.0,64.0
1712,65.5,66.0,64.0
1713,66.75,68.0,66.0
1714,66.25,68.0,64.0
1715,66.25,68.0,64.0
1716,66.25,68.0,62.0
1717,65.5,68.0,61.0
1718,65.0,67.0,61.0
1719,63.5,65.0,61.0
1720,63.5,64.0,62.0
1721,63.0,64.0,62.0
1722,62.25,63.0,61.0
1723,61.25,63.0,60.0
1724,60.25,63.0,59.0
1725,58.5,62.0,57.0
1726,57.0,60.0,55.0
1727,57.25,59.0,56.0
1728,57.25,59.0,56.0
1729,57.5,59.0,57.0
1730,59.25,61.0,58.0
1731,60.75,61.0,60.0
1732,62.0,63.0,60.0
1733,62.75,63.0,62.0
1734,61.0,62.0,59.0
1735,60.5,64.0,59.0
1736,59.75,63.0,58.0
1737,60.75,66.0,59.0
1738,61.5,69.0,59.0
1739,61.0,66.0,59.0
1740,62.25,67.0,60.0
1741,62.0,66.0,60.0
1742,61.5,64.0,60.0
1743,61.25,63.0,60.0
1744,60.75,61.0,60.0
1745,60.25,61.0,59.0
1746,59.5,61.0,58.0
1747,59.75,61.0,57.0
1748,58.75,60.0,57.0
1749,59.25,61.0,57.0
1750,60.0,61.0,58.0
1751,60.0,61.0,58.0
1752,59.0,60.0,58.0
1753,59.0,59.0,59.0
1754,59.25,60.0,59.0
1755,59.0,59.0,59.0
1756,58.75,61.0,57.0
1757,60.0,62.0,58.0
1758,62.0,66.0,60.0
1759,61.0,65.0,59.0
1760,61.25,63.0,60.0
1761,61.0,63.0,60.0
1762,61.75,63.0,59.0
1763,62.0,64.0,58.0
1764,62.5,64.0,59.0
1765,61.75,64.0,56.0
1766,61.25,64.0,55.0
1767,59.75,63.0,55.0
1768,57.0,59.0,55.0
1769,57.25,59.0,55.0
1770,56.25,58.0,53.0
1771,56.0,58.0,52.0
1772,55.75,57.0,52.0
1773,55.5,57.0,51.0
1774,55.5,57.0,51.0
1775,56.0,59.0,51.0
1776,57.0,59.0,52.0
1777,59.25,63.0,53.0
1778,62.5,66.0,56.0
1779,64.25,68.0,57.0
1780,66.5,70.0,59.0
1781,67.5,70.0,61.0
1782,69.5,72.0,64.0
1783,69.25,72.0,64.0
1784,59.5,66.0,54.0
1785,57.5,68.0,54.0
1786,57.5,68.0,54.0
1787,57.5,68.0,54.0
1788,58.75,68.0,55.0
1789,59.25,67.0,56.0
1790,58.75,65.0,55.0
1791,57.0,62.0,55.0
1792,55.5,59.0,54.0
1793,53.25,55.0,52.0
1794,52.5,54.0,52.0
1795,52.0,52.0,52.0
1796,50.25,51.0,50.0
1797,49.5,50.0,49.0
1798,49.25,50.0,48.0
1799,49.25,50.0,47.0
1800,51.25,52.0,50.0
1801,52.75,55.0,52.0
1802,55.25,60.0,52.0
1803,56.75,62.0,55.0
1804,58.75,65.0,56.0
1805,60.25,68.0,57.0
1806,60.25,65.0,58.0
1807,62.25,69.0,58.0
1808,63.5,69.0,61.0
1809,62.5,70.0,59.0
1810,63.75,71.0,60.0
1811,63.5,72.0,60.0
1812,64.0,72.0,61.0
1813,63.0,71.0,59.0
1814,62.75,70.0,59.0
1815,62.0,68.0,59.0
1816,59.0,64.0,55.0
1817,56.75,60.0,54.0
1818,54.25,58.0,52.0
1819,52.5,56.0,50.0
1820,51.75,55.0,50.0
1821,50.25,54.0,48.0
1822,50.25,55.0,48.0
1823,50.0,52.0,48.0
1824,53.25,56.0,51.0
1825,56.0,58.0,54.0
1826,59.25,62.0,57.0
1827,62.75,65.0,60.0
1828,64.25,68.0,63.0
1829,65.5,70.0,64.0
1830,67.0,71.0,65.0
1831,67.25,69.0,66.0
1832,67.25,70.0,66.0
1833,68.0,73.0,66.0
1834,69.0,73.0,67.0
1835,69.75,73.0,68.0
1836,69.75,72.0,68.0
1837,67.5,70.0,66.0
1838,66.75,68.0,66.0
1839,65.0,66.0,64.0
1840,63.25,64.0,63.0
1841,60.5,61.0,59.0
1842,59.25,60.0,59.0
1843,57.75,59.0,57.0
1844,57.0,58.0,56.0
1845,55.5,56.0,55.0
1846,55.5,56.0,55.0
1847,56.75,58.0,55.0
1848,58.0,60.0,57.0
1849,58.5,60.0,57.0
1850,59.75,61.0,59.0
1851,63.25,68.0,61.0
1852,65.5,68.0,60.0
1853,66.5,70.0,59.0
1854,69.33333333333333,70.0,68.0
1855,64.5,68.0,58.0
1856,64.5,68.0,58.0
1857,66.5,70.0,60.0
1858,64.5,68.0,62.0
1859,64.25,65.0,63.0
1860,63.333333333333336,64.0,63.0
1861,63.5,64.0,63.0
1862,61.75,63.0,61.0
1863,60.0,61.0,59.0
1864,60.0,61.0,59.0
1865,58.0,60.0,57.0
1866,57.333333333333336,58.0,57.0
1867,55.25,57.0,54.0
1868,54.25,55.0,53.0
1869,54.0,55.0,52.0
1870,54.25,55.0,52.0
1871,54.25,55.0,52.0
1872,54.333333333333336,55.0,54.0
1873,54.75,55.0,54.0
1874,55.75,58.0,55.0
1875,56.5,60.0,55.0
1876,57.0,62.0,55.0
1877,57.75,65.0,55.0
1878,56.0,57.0,55.0
1879,58.75,65.0,56.0
1880,58.0,66.0,55.0
1881,56.5,60.0,55.0
1882,55.75,59.0,54.0
1883,56.25,61.0,54.0
1884,54.0,54.0,54.0
1885,56.75,66.0,53.0
1886,56.25,64.0,53.0
1887,55.75,62.0,53.0
1888,54.25,60.0,52.0
1889,52.75,58.0,50.0
1890,50.0,50.0,50.0
1891,51.0,54.0,50.0
1892,49.5,53.0,48.0
1893,48.5,51.0,47.0
1894,49.0,51.0,48.0
1895,49.75,50.0,49.0
1896,50.666666666666664,52.0,50.0
1897,52.5,54.0,52.0
1898,54.25,56.0,53.0
1899,54.75,58.0,53.0
1900,55.5,59.0,54.0
1901,55.75,61.0,54.0
1902,54.0,54.0,54.0
1903,54.5,55.0,54.0
1904,55.0,57.0,54.0
1905,56.0,61.0,54.0
1906,55.75,60.0,54.0
1907,55.75,60.0,54.0
1908,53.333333333333336,54.0,52.0
1909,54.0,59.0,52.0
1910,53.75,58.0,52.0
1911,53.75,58.0,52.0
1912,53.25,57.0,52.0
1913,52.0,56.0,50.0
1914,50.333333333333336,51.0,50.0
1915,51.5,55.0,50.0
1916,51.25,55.0,50.0
1917,50.75,55.0,48.0
1918,49.75,54.0,48.0
1919,49.75,54.0,48.0
1920,50.25,54.0,48.0
1921,51.25,55.0,50.0
1922,51.75,56.0,50.0
1923,51.75,57.0,50.0
1924,53.75,58.0,51.0
1925,55.0,59.0,53.0
1926,55.5,60.0,54.0
1927,56.0,60.0,54.0
1928,55.75,57.0,55.0
1929,57.75,61.0,56.0
1930,59.0,63.0,57.0
1931,60.0,64.0,57.0
1932,58.5,62.0,57.0
1933,59.333333333333336,63.0,57.0
1934,57.0,61.0,55.0
1935,56.5,61.0,54.0
1936,55.0,57.0,54.0
1937,54.5,58.0,52.0
1938,53.75,58.0,52.0
1939,53.25,57.0,52.0
1940,52.25,53.0,52.0
1941,50.5,51.0,50.0
1942,50.25,51.0,50.0
1943,49.75,50.0,49.0
1944,50.75,53.0,50.0
1945,52.0,56.0,50.0
1946,53.5,59.0,51.0
1947,55.25,61.0,52.0
1948,56.25,63.0,54.0
1949,56.75,62.0,55.0
1950,55.75,64.0,52.0
1951,56.0,64.0,52.0
1952,56.0,65.0,52.0
1953,56.75,67.0,52.0
1954,58.5,69.0,55.0
1955,59.5,70.0,55.0
1956,58.5,69.0,54.0
1957,58.0,69.0,54.0
1958,57.25,65.0,54.0
1959,56.0,64.0,52.0
1960,54.0,62.0,50.0
1961,52.5,59.0,50.0
1962,50.75,55.0,48.0
1963,50.0,55.0,48.0
1964,50.25,57.0,48.0
1965,50.0,55.0,48.0
1966,49.0,51.0,48.0
1967,48.75,50.0,48.0
1968,50.25,52.0,49.0
1969,51.75,56.0,49.0
1970,53.75,60.0,51.0
1971,54.75,63.0,52.0
1972,56.5,64.0,54.0
1973,56.5,64.0,54.0
1974,57.75,67.0,54.0
1975,58.5,67.0,55.0
1976,58.75,67.0,55.0
1977,59.5,65.0,57.0
1978,59.5,66.0,57.0
1979,59.25,61.0,58.0
1980,59.25,61.0,58.0
1981,60.75,66.0,59.0
1982,60.25,64.0,59.0
1983,59.0,61.0,57.0
1984,56.75,59.0,55.0
1985,55.0,57.0,54.0
1986,55.0,56.0,54.0
1987,54.5,55.0,54.0
1988,54.5,55.0,54.0
1989,53.5,55.0,52.0
1990,52.5,53.0,52.0
1991,50.75,52.0,50.0
1992,52.25,54.0,51.0
1993,53.25,57.0,52.0
1994,55.75,61.0,53.0
1995,58.0,64.0,55.0
1996,60.25,65.0,58.0
1997,62.25,67.0,59.0
1998,64.0,67.0,63.0
1999,64.5,69.0,63.0
2000,64.25,66.0,63.0
2001,64.25,66.0,63.0
2002,65.75,68.0,64.0
2003,67.25,71.0,66.0
2004,66.0,68.0,64.0
2005,65.5,69.0,64.0
2006,64.25,65.0,63.0
2007,64.0,66.0,63.0
2008,62.25,63.0,61.0
2009,60.25,61.0,59.0
2010,59.25,60.0,59.0
2011,57.5,59.0,57.0
2012,55.5,57.0,54.0
2013,54.75,56.0,54.0
2014,54.25,55.0,54.0
2015,52.5,54.0,52.0
2016,53.75,54.0,53.0
2017,55.75,58.0,55.0
2018,57.5,60.0,56.0
2019,60.25,63.0,58.0
2020,61.75,63.0,60.0
2021,63.75,64.0,63.0
2022,65.25,66.0,63.0
2023,66.25,68.0,62.0
2024,67.5,70.0,62.0
2025,68.5,72.0,62.0
2026,68.25,71.0,62.0
2027,68.0,70.0,62.0
2028,68.0,70.0,63.0
2029,67.25,70.0,62.0
2030,66.25,68.0,62.0
2031,64.5,67.0,61.0
2032,63.5,65.0,61.0
2033,62.5,64.0,60.0
2034,61.0,62.0,60.0
2035,60.75,61.0,60.0
2036,60.25,61.0,58.0
2037,58.5,60.0,56.0
2038,57.75,59.0,56.0
2039,57.5,58.0,57.0
2040,58.5,59.0,58.0
2041,60.25,61.0,59.0
2042,62.25,64.0,60.0
2043,64.25,66.0,63.0
2044,66.25,68.0,65.0
2045,68.0,70.0,64.0
2046,69.0,72.0,64.0
2047,70.25,73.0,64.0
2048,71.5,74.0,66.0
2049,71.0,75.0,62.0
2050,72.25,75.0,64.0
2051,72.25,75.0,64.0
2052,71.5,75.0,64.0
2053,71.0,74.0,64.0
2054,70.5,73.0,64.0
2055,67.5,72.0,62.0
2056,66.75,69.0,62.0
2057,64.75,67.0,60.0
2058,62.75,65.0,58.0
2059,60.0,63.0,57.0
2060,57.25,60.0,55.0
2061,55.75,57.0,55.0
2062,54.75,56.0,54.0
2063,55.25,56.0,55.0
2064,57.25,59.0,55.0
2065,59.75,63.0,56.0
2066,61.75,63.0,59.0
2067,64.25,66.0,62.0
2068,66.25,68.0,64.0
2069,68.25,70.0,66.0
2070,69.75,72.0,67.0
2071,71.0,73.0,68.0
2072,71.5,73.0,67.0
2073,71.75,74.0,67.0
2074,73.25,75.0,68.0
2075,74.25,75.0,72.0
2076,72.5,74.0,70.0
2077,72.25,74.0,69.0
2078,71.0,73.0,66.0
2079,70.5,73.0,65.0
2080,67.5,70.0,62.0
2081,66.0,68.0,62.0
2082,64.5,67.0,61.0
2083,62.75,64.0,59.0
2084,62.0,64.0,59.0
2085,60.25,61.0,59.0
2086,58.5,59.0,58.0
2087,58.0,59.0,57.0
2088,59.75,61.0,59.0
2089,62.25,63.0,61.0
2090,63.75,64.0,63.0
2091,65.25,66.0,64.0
2092,67.25,69.0,66.0
2093,69.25,71.0,68.0
2094,70.5,72.0,68.0
2095,71.75,72.0,71.0
2096,72.25,73.0,71.0
2097,72.25,73.0,70.0
2098,72.0,73.0,70.0
2099,71.25,75.0,68.0
2100,66.25,69.0,63.0
2101,64.25,69.0,61.0
2102,63.25,68.0,61.0
2103,62.75,67.0,61.0
2104,61.5,66.0,59.0
2105,60.75,66.0,59.0
2106,59.5,66.0,57.0
2107,59.75,65.0,57.0
2108,59.25,65.0,57.0
2109,58.5,65.0,55.0
2110,57.25,63.0,55.0
2111,57.0,63.0,55.0
2112,57.25,64.0,55.0
2113,59.25,65.0,56.0
2114,61.75,65.0,60.0
2115,64.0,67.0,62.0
2116,66.5,68.0,65.0
2117,69.0,70.0,68.0
2118,71.0,72.0,70.0
2119,72.25,73.0,72.0
2120,73.0,74.0,72.0
2121,72.5,73.0,72.0
2122,74.25,75.0,73.0
2123,73.0,75.0,71.0
2124,71.75,74.0,67.0
2125,70.75,73.0,64.0
2126,70.25,73.0,62.0
2127,69.5,73.0,63.0
2128,67.0,69.0,63.0
2129,66.5,68.0,63.0
2130,65.75,68.0,62.0
2131,63.25,65.0,61.0
2132,62.75,63.0,62.0
2133,61.75,63.0,61.0
2134,60.25,61.0,59.0
2135,59.25,61.0,58.0
2136,60.5,62.0,58.0
2137,62.5,64.0,61.0
2138,64.25,66.0,63.0
2139,65.5,66.0,64.0
2140,68.0,70.0,65.0
2141,69.75,72.0,65.0
2142,70.75,73.0,65.0
2143,69.75,73.0,65.0
2144,65.5,66.0,64.0
2145,67.0,68.0,65.0
2146,66.0,67.0,64.0
2147,63.75,70.0,61.0
2148,63.25,70.0,61.0
2149,62.0,70.0,59.0
2150,61.0,67.0,59.0
2151,59.5,64.0,57.0
2152,58.5,63.0,57.0
2153,57.5,62.0,55.0
2154,56.25,61.0,54.0
2155,55.5,60.0,54.0
2156,54.75,60.0,52.0
2157,54.25,58.0,52.0
2158,53.5,58.0,52.0
2159,54.25,57.0,52.0
2160,55.25,58.0,54.0
2161,56.75,60.0,55.0
2162,59.75,62.0,57.0
2163,62.25,65.0,60.0
2164,64.25,67.0,63.0
2165,66.25,68.0,65.0
2166,67.25,69.0,66.0
2167,68.5,70.0,68.0
2168,68.75,71.0,68.0
2169,69.5,72.0,68.0
2170,69.0,72.0,68.0
2171,70.0,73.0,68.0
2172,68.75,71.0,68.0
2173,67.75,69.0,66.0
2174,65.5,67.0,64.0
2175,64.0,65.0,63.0
2176,61.5,63.0,59.0
2177,59.75,63.0,57.0
2178,57.0,61.0,55.0
2179,56.5,60.0,55.0
2180,56.25,59.0,55.0
2181,56.5,60.0,55.0
2182,56.75,61.0,55.0
2183,57.0,62.0,55.0
2184,57.25,61.0,55.0
2185,58.25,62.0,57.0
2186,58.25,62.0,57.0
2187,59.5,63.0,57.0
2188,62.0,66.0,59.0
2189,64.0,65.0,63.0
2190,65.5,66.0,64.0
2191,67.0,68.0,65.0
2192,66.75,68.0,66.0
2193,67.75,70.0,66.0
2194,68.25,70.0,67.0
2195,70.0,72.0,68.0
2196,70.25,71.0,70.0
2197,69.25,70.0,68.0
2198,68.25,69.0,68.0
2199,66.25,68.0,64.0
2200,64.25,65.0,64.0
2201,61.5,62.0,61.0
2202,60.0,61.0,57.0
2203,58.25,61.0,57.0
2204,58.0,61.0,57.0
2205,57.5,61.0,55.0
2206,56.5,60.0,55.0
2207,57.0,60.0,55.0
2208,57.75,61.0,56.0
2209,60.25,64.0,59.0
2210,60.0,66.0,57.0
2211,61.5,69.0,59.0
2212,61.75,70.0,59.0
2213,61.75,70.0,59.0
2214,62.5,71.0,59.0
2215,64.75,73.0,61.0
2216,64.5,73.0,60.0
2217,66.5,72.0,64.0
2218,65.75,72.0,63.0
2219,66.25,71.0,63.0
2220,62.25,67.0,59.0
2221,62.25,67.0,60.0
2222,61.5,66.0,59.0
2223,60.25,65.0,57.0
